UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2196,G5AIQWJK,L,,308.9,,30.8,80.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,LSRXCBBX,M,299.7,308.9,,35.4,82.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,XWW2WAV6,L,299.7,309,1412.0,49.2,,,0.0,0.0,,,0.0
2199,RRCROMQQ,M,299.7,308.9,1478.0,41.0,87.0,0.0,0.0,0.0,,0.0,0.0
2200,RRCROMQQ,M,299.8,309.1,1268.0,,90.0,0.0,0.0,0.0,,0.0,0.0
2201,AEKNJJ1R,L,299.8,309.1,1546.0,35.6,93.0,,,0.0,,0.0,0.0
2202,G5AIQWJK,L,299.8,309,1567.0,36.1,95.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,XWW2WAV6,M,299.9,,1548.0,35.7,97.0,0.0,0.0,0.0,0.0,0.0,
2204,JKSA1NQT,L,299.8,309,1614.0,30.8,100.0,0.0,0.0,0.0,0.0,0.0,
2205,0KXKNHFG,M,299.7,309.1,,,102.0,0.0,0.0,,0.0,0.0,0.0
2206,YSLIFO7U,L,299.9,309.2,1624.0,34.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,ZLNM5UXX,L,299.9,309.2,1436.0,52.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0KXKNHFG,L,,309.2,1591.0,37.5,109.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,PSRXCDFQ,H,,309.2,1435.0,42.6,111.0,0.0,0.0,,0.0,0.0,0.0
2210,JT4UYCMS,L,299.8,309.3,1386.0,49.4,116.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,JT4UYCMS,L,299.7,,,54.1,118.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,ZLNM5UXX,M,299.6,309,1245.0,64.0,120.0,0.0,0.0,0.0,,0.0,0.0
2213,JKSA1NQT,L,299.7,309.1,1475.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0
2214,JT4UYCMS,L,299.7,309.1,1473.0,,125.0,0.0,0.0,0.0,0.0,,0.0
2215,LSRXCBBX,H,299.7,309.2,1355.0,,127.0,,0.0,0.0,,0.0,0.0
2216,BQHTAHUP,H,299.7,309.2,1468.0,49.6,132.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,BJGORJJD,L,,309.2,,30.8,137.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,ZLNM5UXX,L,299.7,309.1,1347.0,55.3,139.0,0.0,0.0,,,0.0,
2219,XWW2WAV6,L,,,,33.5,141.0,0.0,,0.0,0.0,0.0,0.0
2220,WX8CE3B8,M,299.6,309.1,1435.0,48.4,143.0,0.0,0.0,0.0,,0.0,0.0
2221,8B6QZ6CV,M,299.6,309,1736.0,26.1,146.0,0.0,,0.0,0.0,0.0,0.0
2222,XWW2WAV6,L,299.6,309,1372.0,60.4,,0.0,0.0,0.0,0.0,0.0,0.0
2223,3HURBGV7,L,299.7,309,1605.0,33.0,151.0,,0.0,0.0,0.0,0.0,0.0
2224,RRCROMQQ,L,299.6,309,1413.0,48.5,153.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,JKSA1NQT,M,299.7,309,1645.0,31.9,,0.0,0.0,0.0,,0.0,0.0
2226,LSRXCBBX,M,299.7,,1465.0,49.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,FPIVWX8Z,M,299.6,308.9,1685.0,,161.0,0.0,0.0,,0.0,0.0,
2228,RRCROMQQ,L,299.5,308.8,,20.4,164.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,RRCROMQQ,H,299.4,308.6,1542.0,41.8,166.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,PSRXCDFQ,L,299.4,308.7,1681.0,30.8,171.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,8B6QZ6CV,L,,308.7,1446.0,45.7,173.0,0.0,,0.0,0.0,0.0,0.0
2232,JKSA1NQT,L,299.4,308.6,1415.0,,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,WX8CE3B8,L,299.5,308.6,,30.5,177.0,0.0,0.0,0.0,0.0,,0.0
2234,8B6QZ6CV,L,299.5,308.7,2549.0,13.0,179.0,1.0,,0.0,1.0,0.0,0.0
2235,JT4UYCMS,L,,308.6,1492.0,40.5,181.0,0.0,0.0,0.0,0.0,0.0,
2236,LSRXCBBX,M,299.4,308.6,1455.0,42.7,,0.0,0.0,0.0,0.0,0.0,0.0
2237,SXOJLV1H,M,,308.5,1422.0,43.1,186.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,WX8CE3B8,L,299.3,308.6,1403.0,50.6,189.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,0KXKNHFG,L,,308.6,1474.0,49.6,191.0,0.0,0.0,0.0,0.0,,0.0
2240,G5AIQWJK,L,299.2,308.6,1381.0,,193.0,,0.0,0.0,0.0,0.0,0.0
2241,T8CRV8S7,L,,308.5,1457.0,44.7,195.0,0.0,0.0,0.0,,0.0,0.0
2242,PSRXCDFQ,L,299.2,308.4,1711.0,28.9,197.0,0.0,0.0,0.0,0.0,,0.0
2243,LSRXCBBX,L,,,1667.0,,,,0.0,0.0,0.0,,0.0
2244,I2VROP6D,L,299.2,308.4,,35.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,AEKNJJ1R,M,299.3,308.4,1542.0,37.5,,,1.0,0.0,0.0,0.0,0.0
2246,RRCROMQQ,M,,308.4,1438.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,AEKNJJ1R,L,,,1406.0,47.4,3.0,0.0,0.0,,,0.0,0.0
2248,RRCROMQQ,M,299.2,308.4,1396.0,48.5,5.0,0.0,0.0,,0.0,0.0,0.0
2249,I2VROP6D,M,299.3,308.5,1304.0,60.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,G5AIQWJK,L,,308.5,1442.0,46.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,8B6QZ6CV,M,299.2,308.4,1396.0,48.7,13.0,0.0,,0.0,0.0,0.0,
2252,JKSA1NQT,H,299.1,308.3,1424.0,43.4,16.0,,0.0,0.0,0.0,0.0,0.0
2253,FPIVWX8Z,H,299.1,308.3,1451.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,3HURBGV7,L,299.2,308.4,1386.0,54.1,26.0,0.0,0.0,0.0,0.0,,0.0
2255,ZLNM5UXX,L,299.1,,1325.0,,28.0,0.0,0.0,0.0,0.0,0.0,
2256,WX8CE3B8,L,,,1559.0,33.7,,,0.0,0.0,0.0,0.0,0.0
2257,PSRXCDFQ,L,299.1,308.3,,38.1,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,FPIVWX8Z,L,299.1,308.3,1892.0,25.2,34.0,0.0,,0.0,0.0,0.0,0.0
2259,G5AIQWJK,L,299.1,308.2,1319.0,60.3,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,G5AIQWJK,L,299.1,,1431.0,52.3,38.0,0.0,,0.0,0.0,0.0,0.0
2261,3HURBGV7,H,299.1,308.3,1521.0,36.5,40.0,0.0,0.0,,0.0,0.0,0.0
2262,G5AIQWJK,M,299.1,308.2,1435.0,45.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,T8CRV8S7,L,,308.3,,,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,PSRXCDFQ,M,,308.4,1529.0,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,RRCROMQQ,M,299.2,308.4,1415.0,43.5,53.0,,0.0,0.0,0.0,0.0,0.0
2266,YSLIFO7U,M,299.2,,1330.0,51.2,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,LSRXCBBX,L,,308.5,1381.0,60.6,,0.0,0.0,0.0,0.0,0.0,0.0
2268,YSLIFO7U,L,299.2,308.5,1370.0,,61.0,0.0,0.0,,0.0,0.0,0.0
2269,JKSA1NQT,L,,308.5,1438.0,46.6,63.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,3HURBGV7,L,,308.6,1314.0,48.2,65.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,WX8CE3B8,L,299.3,308.6,,,67.0,,0.0,0.0,,,0.0
2272,AEKNJJ1R,L,,308.5,1821.0,26.1,,0.0,0.0,0.0,0.0,,0.0
2273,YSLIFO7U,M,,308.6,1448.0,52.1,,0.0,0.0,0.0,,0.0,0.0
2274,JT4UYCMS,L,299.3,308.5,1589.0,32.7,74.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,BQHTAHUP,L,299.3,308.6,1520.0,33.7,76.0,0.0,0.0,,0.0,0.0,0.0
2276,FPIVWX8Z,L,299.3,308.6,1605.0,37.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,T8CRV8S7,L,,308.7,1393.0,54.2,80.0,,0.0,0.0,0.0,0.0,0.0
2278,LSRXCBBX,H,,308.7,,,82.0,0.0,0.0,,0.0,,0.0
2279,JT4UYCMS,M,299.3,308.7,1459.0,35.6,87.0,0.0,0.0,0.0,0.0,,0.0
2280,JT4UYCMS,L,299.4,308.7,1525.0,39.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,JT4UYCMS,L,,308.8,1390.0,57.0,92.0,0.0,0.0,,0.0,0.0,0.0
2282,BQHTAHUP,L,,308.7,1536.0,38.9,94.0,0.0,0.0,0.0,0.0,,0.0
2283,BJGORJJD,L,,308.7,1459.0,47.6,96.0,0.0,0.0,,0.0,0.0,0.0
2284,T8CRV8S7,L,,308.5,1387.0,51.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,FPIVWX8Z,L,299.2,308.5,1378.0,53.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,LSRXCBBX,L,,308.7,1381.0,56.7,102.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,JKSA1NQT,M,,308.7,1289.0,60.5,104.0,0.0,0.0,,,0.0,0.0
2288,ZLNM5UXX,L,,308.6,1746.0,26.8,107.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,XWW2WAV6,M,,308.6,1541.0,39.1,109.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,PSRXCDFQ,L,299.4,308.7,1504.0,37.8,112.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,BQHTAHUP,M,,308.7,,51.9,114.0,,0.0,0.0,0.0,0.0,0.0
2292,JKSA1NQT,M,299.5,308.8,1886.0,20.9,117.0,0.0,,0.0,0.0,0.0,0.0
2293,T8CRV8S7,L,299.6,308.9,1422.0,53.2,,0.0,0.0,0.0,0.0,0.0,0.0
2294,JKSA1NQT,L,299.5,308.9,,38.3,122.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,3HURBGV7,L,299.4,308.8,1627.0,32.6,124.0,0.0,0.0,0.0,0.0,0.0,
2296,SXOJLV1H,L,299.4,308.7,1512.0,,126.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,YSLIFO7U,L,,,1553.0,42.7,128.0,0.0,0.0,0.0,0.0,,0.0
2298,T8CRV8S7,L,299.3,308.7,1802.0,26.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,YSLIFO7U,L,299.3,308.6,1482.0,37.6,132.0,0.0,0.0,,0.0,0.0,0.0
2300,0KXKNHFG,L,,308.7,1446.0,62.9,134.0,1.0,0.0,0.0,1.0,0.0,0.0
2301,0KXKNHFG,L,299.3,308.6,1371.0,50.5,136.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,8B6QZ6CV,M,299.2,308.6,1586.0,35.7,138.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,T8CRV8S7,L,299.2,308.5,1515.0,,141.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,ZLNM5UXX,L,299.2,308.5,,53.6,143.0,,0.0,0.0,0.0,0.0,0.0
2305,YSLIFO7U,L,299.1,308.5,1455.0,39.8,145.0,0.0,0.0,0.0,,0.0,0.0
2306,BJGORJJD,H,299.2,308.5,1342.0,47.5,147.0,0.0,0.0,0.0,0.0,,0.0
2307,BJGORJJD,L,299.1,308.6,1260.0,57.8,152.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,ZLNM5UXX,H,299.0,308.5,1623.0,33.5,,0.0,0.0,,0.0,0.0,0.0
2309,JKSA1NQT,L,299.1,,1371.0,55.5,159.0,0.0,0.0,0.0,,0.0,0.0
2310,XWW2WAV6,L,299.1,308.6,1611.0,31.4,161.0,,0.0,0.0,0.0,0.0,0.0
2311,T8CRV8S7,M,299.0,308.4,1535.0,47.5,163.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,WX8CE3B8,M,299.1,308.6,1491.0,38.5,,0.0,0.0,0.0,0.0,0.0,0.0
2313,I2VROP6D,M,299.1,308.6,,36.2,169.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,T8CRV8S7,M,,308.8,1725.0,26.6,172.0,0.0,0.0,0.0,0.0,0.0,
2315,8B6QZ6CV,L,299.2,308.9,,47.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,JT4UYCMS,L,299.2,308.9,1526.0,37.9,177.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,AEKNJJ1R,L,,308.8,1542.0,39.2,179.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,JT4UYCMS,L,299.2,308.8,1605.0,31.1,181.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,I2VROP6D,L,,308.8,1405.0,51.4,183.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,XWW2WAV6,M,299.2,,1700.0,,185.0,0.0,,0.0,0.0,0.0,0.0
2321,8B6QZ6CV,H,299.2,308.8,1440.0,39.1,188.0,0.0,,0.0,0.0,0.0,0.0
2322,LSRXCBBX,M,299.2,308.8,1314.0,52.5,193.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,JT4UYCMS,L,,,1514.0,41.9,196.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,JT4UYCMS,M,299.2,308.7,1401.0,47.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,FPIVWX8Z,L,299.3,308.8,,29.9,201.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,T8CRV8S7,L,,308.8,1603.0,,203.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,ZLNM5UXX,M,299.4,308.7,1487.0,52.6,205.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,G5AIQWJK,M,299.3,308.7,1420.0,50.3,208.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,JT4UYCMS,L,299.3,308.7,1579.0,36.3,211.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,YSLIFO7U,L,299.3,308.7,,40.5,213.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,JT4UYCMS,M,299.3,308.7,,49.3,215.0,0.0,,,0.0,0.0,0.0
2332,T8CRV8S7,L,299.3,308.6,1384.0,53.6,218.0,1.0,0.0,0.0,0.0,1.0,0.0
2333,FPIVWX8Z,L,299.2,308.5,1378.0,50.4,,1.0,0.0,0.0,0.0,1.0,0.0
2334,BQHTAHUP,L,299.2,308.5,1445.0,45.2,,0.0,0.0,0.0,0.0,0.0,0.0
2335,SXOJLV1H,L,299.2,308.4,1445.0,43.5,224.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,RRCROMQQ,L,299.2,308.4,1509.0,39.4,0.0,0.0,,0.0,0.0,0.0,0.0
2337,RRCROMQQ,L,299.2,,1434.0,46.8,2.0,,0.0,0.0,0.0,0.0,
2338,8B6QZ6CV,L,299.2,308.4,1877.0,23.9,4.0,0.0,0.0,0.0,0.0,,0.0
2339,T8CRV8S7,L,299.3,308.3,1651.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,SXOJLV1H,L,,308.2,1466.0,41.3,8.0,0.0,0.0,,0.0,0.0,0.0
2341,AEKNJJ1R,L,299.1,308.1,1479.0,40.7,10.0,0.0,,,0.0,,
2342,SXOJLV1H,L,299.1,308.2,1409.0,46.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,WX8CE3B8,M,,308.2,1674.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,0KXKNHFG,L,299.1,308.3,1305.0,61.4,17.0,0.0,0.0,0.0,0.0,,0.0
2345,8B6QZ6CV,M,299.2,308.3,1755.0,26.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,FPIVWX8Z,L,299.2,308.4,1475.0,38.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,PSRXCDFQ,L,,308.4,1402.0,47.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,BQHTAHUP,L,299.2,308.3,1410.0,43.0,26.0,0.0,0.0,,0.0,0.0,0.0
2349,ZLNM5UXX,L,299.2,308.4,1436.0,41.8,,0.0,0.0,0.0,0.0,0.0,0.0
2350,3HURBGV7,M,299.3,308.5,1386.0,42.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,SXOJLV1H,L,299.3,308.6,,26.4,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,BJGORJJD,L,299.2,308.4,,48.4,35.0,0.0,0.0,,0.0,0.0,0.0
2353,WX8CE3B8,M,,308.5,1422.0,45.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,RRCROMQQ,L,299.2,,,22.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,RRCROMQQ,L,299.3,308.6,1433.0,37.7,42.0,,0.0,0.0,0.0,0.0,0.0
2356,8B6QZ6CV,M,299.3,308.5,1305.0,60.6,44.0,0.0,0.0,0.0,,0.0,
2357,PSRXCDFQ,H,299.3,308.6,,39.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,YSLIFO7U,L,,308.5,1772.0,26.1,52.0,0.0,0.0,0.0,0.0,0.0,
2359,AEKNJJ1R,M,,308.4,1381.0,42.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,ZLNM5UXX,L,,308.5,1413.0,38.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,8B6QZ6CV,H,,308.4,1388.0,53.2,59.0,0.0,0.0,,0.0,0.0,0.0
2362,BQHTAHUP,M,299.2,308.6,1631.0,35.4,64.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,0KXKNHFG,H,299.3,308.6,,41.4,,0.0,0.0,0.0,0.0,,0.0
2364,3HURBGV7,L,299.3,308.5,1510.0,45.4,72.0,0.0,,0.0,0.0,0.0,
2365,BJGORJJD,L,,308.5,1366.0,49.7,74.0,0.0,0.0,0.0,0.0,,
2366,JT4UYCMS,L,299.4,308.5,1845.0,22.9,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,BJGORJJD,L,299.3,,1485.0,44.7,78.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,0KXKNHFG,M,299.3,308.5,1496.0,39.4,80.0,,0.0,0.0,0.0,0.0,0.0
2369,8B6QZ6CV,M,299.3,308.4,1468.0,42.2,83.0,0.0,0.0,0.0,,0.0,0.0
2370,G5AIQWJK,M,299.2,,1856.0,22.7,86.0,,0.0,0.0,0.0,0.0,0.0
2371,BJGORJJD,L,,308.4,1620.0,,89.0,0.0,0.0,0.0,,0.0,0.0
2372,BQHTAHUP,L,,308.5,,44.8,91.0,0.0,0.0,0.0,,0.0,0.0
2373,T8CRV8S7,M,299.3,308.5,1404.0,49.4,93.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,BQHTAHUP,L,299.2,308.4,1350.0,51.3,96.0,0.0,0.0,0.0,,0.0,0.0
2375,WX8CE3B8,M,299.2,308.4,1538.0,38.0,98.0,0.0,0.0,0.0,,0.0,0.0
2376,AEKNJJ1R,M,,308.4,1476.0,32.7,101.0,0.0,,,0.0,0.0,0.0
2377,RRCROMQQ,M,,308.3,1364.0,51.8,104.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,3HURBGV7,M,,308.3,,45.5,107.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,T8CRV8S7,L,299.1,308.2,1348.0,,110.0,,0.0,0.0,0.0,0.0,0.0
2380,LSRXCBBX,H,299.1,308.2,1450.0,46.1,112.0,0.0,0.0,0.0,,0.0,0.0
2381,PSRXCDFQ,L,,308.1,1242.0,60.9,117.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,AEKNJJ1R,L,,308.2,,34.9,119.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,LSRXCBBX,L,299.1,308.3,1601.0,31.4,121.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,YSLIFO7U,L,299.1,,1568.0,33.3,123.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,AEKNJJ1R,M,299.1,308.3,1506.0,38.0,,0.0,0.0,,0.0,0.0,0.0
2386,XWW2WAV6,L,,308.3,1524.0,34.1,128.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,SXOJLV1H,L,299.1,308.4,,37.9,130.0,0.0,0.0,,0.0,0.0,0.0
2388,WX8CE3B8,M,,308.5,1474.0,47.2,,0.0,0.0,0.0,0.0,0.0,0.0
2389,3HURBGV7,M,299.2,308.5,1526.0,37.3,135.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,BQHTAHUP,L,299.2,308.5,1867.0,27.0,138.0,0.0,0.0,,0.0,0.0,0.0
2391,3HURBGV7,L,299.2,308.5,1487.0,41.2,140.0,0.0,,0.0,0.0,,0.0
2392,WX8CE3B8,L,299.2,308.4,1580.0,32.6,142.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,PSRXCDFQ,L,299.2,,1340.0,50.0,144.0,0.0,0.0,,0.0,,0.0
2394,BQHTAHUP,L,299.2,,1544.0,41.6,146.0,0.0,0.0,0.0,,,0.0
2395,T8CRV8S7,L,,308.5,1488.0,40.3,,,0.0,0.0,0.0,,0.0
2396,SXOJLV1H,M,,308.5,1742.0,28.9,150.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,BQHTAHUP,M,299.1,308.5,,34.2,153.0,0.0,,0.0,0.0,0.0,
2398,PSRXCDFQ,L,299.2,308.6,1582.0,38.8,156.0,,0.0,0.0,0.0,,0.0
2399,RRCROMQQ,L,299.2,308.5,1490.0,,158.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,BJGORJJD,M,299.2,308.5,1594.0,35.8,160.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,BJGORJJD,H,299.2,308.6,1462.0,55.0,163.0,0.0,0.0,,0.0,0.0,0.0
2402,JT4UYCMS,M,299.2,308.6,1367.0,47.6,,0.0,0.0,0.0,0.0,0.0,0.0
2403,G5AIQWJK,L,299.2,308.7,1325.0,51.0,171.0,0.0,,0.0,0.0,0.0,
2404,BJGORJJD,H,299.2,,1448.0,51.4,173.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,BQHTAHUP,M,299.1,308.7,2008.0,20.3,178.0,0.0,0.0,0.0,0.0,,0.0
2406,LSRXCBBX,L,299.1,308.7,1498.0,38.9,,0.0,0.0,0.0,0.0,0.0,0.0
2407,XWW2WAV6,L,,308.6,,41.6,183.0,0.0,0.0,0.0,0.0,,0.0
2408,JKSA1NQT,M,299.1,,1499.0,45.1,185.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,BQHTAHUP,L,299.0,308.4,1356.0,52.6,188.0,0.0,0.0,0.0,0.0,0.0,
2410,WX8CE3B8,L,299.1,308.5,1539.0,46.8,190.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,LSRXCBBX,L,,308.5,1689.0,32.1,192.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,XWW2WAV6,L,299.0,308.5,1559.0,38.1,194.0,0.0,0.0,0.0,0.0,,0.0
2413,JKSA1NQT,L,299.1,308.6,1408.0,46.7,196.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,WX8CE3B8,L,299.0,308.5,,23.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,I2VROP6D,L,299.1,308.5,1415.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,8B6QZ6CV,M,,,1587.0,35.6,2.0,0.0,,0.0,0.0,0.0,0.0
2417,0KXKNHFG,L,,,1571.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,I2VROP6D,L,298.9,308.3,1576.0,36.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,JT4UYCMS,L,298.9,308.3,1660.0,34.4,,,,0.0,0.0,0.0,0.0
2420,YSLIFO7U,M,298.9,308.2,1328.0,49.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,FPIVWX8Z,H,,308.2,,44.7,14.0,0.0,0.0,0.0,0.0,,0.0
2422,3HURBGV7,L,298.9,308.2,2384.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,PSRXCDFQ,L,298.8,308.2,1443.0,53.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,JKSA1NQT,M,298.9,308.2,,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,SXOJLV1H,L,298.9,308.2,,23.8,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,YSLIFO7U,L,298.8,308.1,1472.0,53.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,PSRXCDFQ,M,,308.2,,63.6,,1.0,0.0,0.0,1.0,0.0,0.0
2428,LSRXCBBX,L,,308.3,1855.0,,33.0,,0.0,0.0,0.0,0.0,0.0
2429,SXOJLV1H,M,299.0,308.3,1377.0,47.2,35.0,0.0,0.0,0.0,,,0.0
2430,ZLNM5UXX,L,298.9,308.3,1432.0,48.9,38.0,0.0,0.0,0.0,,0.0,0.0
2431,3HURBGV7,M,298.9,308.2,1335.0,47.8,,,0.0,0.0,0.0,0.0,0.0
2432,T8CRV8S7,M,298.9,308.2,1411.0,51.3,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,0KXKNHFG,L,298.9,,1510.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2434,FPIVWX8Z,L,299.0,308.3,1441.0,44.0,48.0,,0.0,,0.0,0.0,0.0
2435,0KXKNHFG,M,299.0,308.2,1358.0,42.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,AEKNJJ1R,L,298.9,308.2,1686.0,30.4,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,RRCROMQQ,H,299.0,308.2,1662.0,30.4,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,BQHTAHUP,L,299.1,308.3,1426.0,40.1,60.0,0.0,0.0,0.0,0.0,0.0,
2439,RRCROMQQ,M,,308.4,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,XWW2WAV6,L,,308.4,1693.0,31.6,65.0,,0.0,0.0,0.0,,0.0
2441,XWW2WAV6,L,299.1,308.4,1426.0,47.9,67.0,0.0,0.0,0.0,,0.0,0.0
2442,JT4UYCMS,L,299.1,308.5,1676.0,31.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,AEKNJJ1R,M,299.1,308.4,1332.0,51.7,71.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,ZLNM5UXX,L,299.1,308.5,1647.0,35.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,G5AIQWJK,L,299.2,308.6,1267.0,68.2,76.0,,0.0,0.0,1.0,0.0,
2446,I2VROP6D,H,299.2,308.7,1375.0,55.1,78.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,0KXKNHFG,L,299.3,308.6,1422.0,48.9,,0.0,0.0,0.0,0.0,0.0,0.0
2448,BJGORJJD,L,299.3,308.7,1408.0,,,0.0,0.0,0.0,0.0,,0.0
